ProductTitle,ProductPrice,ProductImageLink,ProductLink
2-pack room-to-grow leggings,1299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1248709007.html https://www2.hm.com/en_in/productpage.1248709007.html
2-pack triangular muslin bibs,799,https://image.hm.com/assets/hm/51/d1/51d1676804bc9f1ab63d1955bb2ac5dbad0d5355.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1237481002.html https://www2.hm.com/en_in/productpage.1237481002.html
2-pack ribbed cotton leggings,1499,https://image.hm.com/assets/hm/44/80/4480226c3f78098ed464ea5993619ac8b5c59fb7.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1238315007.html https://www2.hm.com/en_in/productpage.1238315007.html
Cotton muslin romper suit,999,https://image.hm.com/assets/hm/fa/a4/faa440792fa75bcd6d035c9b3c5a93b3d5bf9bfb.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1266253001.html https://www2.hm.com/en_in/productpage.1266253001.html
Ribbed cotton Henley top,799,https://image.hm.com/assets/hm/b6/89/b6899615d131207c565f98f0e57de4b4902d0b08.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1243556002.html https://www2.hm.com/en_in/productpage.1243556002.html
2-pack rib-knit tights,999,https://image.hm.com/assets/hm/01/f9/01f93aef7fef3162762571095f8a08261e821803.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1257635001.html https://www2.hm.com/en_in/productpage.1257635001.html
3-pack wrapover bodysuits,1299,https://image.hm.com/assets/hm/2f/a1/2fa11449f7e210e306ba475f94a24d24d51653ac.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.0694298106.html https://www2.hm.com/en_in/productpage.0694298106.html
5-pack cotton bodysuits,1499,https://image.hm.com/assets/hm/15/39/153902333c9b3e231680c2d6f019e5321609e6c1.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1159381027.html https://www2.hm.com/en_in/productpage.1159381027.html
2-pack cotton jersey tops,1499,https://image.hm.com/assets/hm/03/bc/03bcb71694b08c5fd1a8153ee93501cb4d7a1fd9.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1291910002.html https://www2.hm.com/en_in/productpage.1291910002.html
2-piece appliquéd sweatshirt set,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1292987001.html https://www2.hm.com/en_in/productpage.1292987001.html
4-pack cotton cycling shorts,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1277064001.html https://www2.hm.com/en_in/productpage.1277064001.html
5-pack bodysuits,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0533261048.html https://www2.hm.com/en_in/productpage.0533261048.html
Pointelle-knit cardigan,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1275668002.html https://www2.hm.com/en_in/productpage.1275668002.html
3-pack ribbed triangular scarves,799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1176690006.html https://www2.hm.com/en_in/productpage.1176690006.html
4-pack overlock-detail socks,599,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1290875001.html https://www2.hm.com/en_in/productpage.1290875001.html
Muslin-collared cotton bodysuit,1299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1263840002.html https://www2.hm.com/en_in/productpage.1263840002.html
2-piece cotton jersey set,799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1227086006.html https://www2.hm.com/en_in/productpage.1227086006.html
2-pack ribbed cotton tops,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1262121003.html https://www2.hm.com/en_in/productpage.1262121003.html
3-pack ribbed wrapover bodysuits,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1091435017.html https://www2.hm.com/en_in/productpage.1091435017.html
5-pack knitted socks,499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1075329041.html https://www2.hm.com/en_in/productpage.1075329041.html
3-pack socks,399,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1248021010.html https://www2.hm.com/en_in/productpage.1248021010.html
2-piece cotton seersucker set,1799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1283504001.html https://www2.hm.com/en_in/productpage.1283504001.html
5-pack bodysuits,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0533261071.html https://www2.hm.com/en_in/productpage.0533261071.html
Ribbed cotton set,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0867135140.html https://www2.hm.com/en_in/productpage.0867135140.html
Waffled jersey shorts,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1278457001.html https://www2.hm.com/en_in/productpage.1278457001.html
2-pack short-sleeved bodysuits,799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1159373018.html https://www2.hm.com/en_in/productpage.1159373018.html
Cotton muslin romper suit,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1283265002.html https://www2.hm.com/en_in/productpage.1283265002.html
2-piece cotton set,2299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1292773001.html https://www2.hm.com/en_in/productpage.1292773001.html
Linen dungaree shorts,1999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1270734001.html https://www2.hm.com/en_in/productpage.1270734001.html
2-pack pointelle bodysuits,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1155213010.html https://www2.hm.com/en_in/productpage.1155213010.html
3-pack ribbed bodysuits,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0993598013.html https://www2.hm.com/en_in/productpage.0993598013.html
Cotton romper suit,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1270916005.html https://www2.hm.com/en_in/productpage.1270916005.html
2-piece knitted cardigan and trousers set,2999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1284600001.html https://www2.hm.com/en_in/productpage.1284600001.html
5-pack cotton bodysuits,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1088033005.html https://www2.hm.com/en_in/productpage.1088033005.html
2-piece cotton muslin set,2199,https://image.hm.com/assets/hm/3f/58/3f58019201aeb315a93a770ff168fb8936b0feaf.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1270737002.html https://www2.hm.com/en_in/productpage.1270737002.html
2-pack intarsia motif socks,399,https://image.hm.com/assets/hm/c3/f5/c3f571ee7343d8fa01947d18ebd4080384715707.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1290734002.html https://www2.hm.com/en_in/productpage.1290734002.html
4-pack socks,699,https://image.hm.com/assets/hm/35/58/3558ce58773e23aec099545045b9b567982875b7.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1123215034.html https://www2.hm.com/en_in/productpage.1123215034.html
2-pack long-sleeved bodysuits,999,https://image.hm.com/assets/hm/6d/2b/6d2baadf5975dd644f52d73f869720743abf2ece.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1110252031.html https://www2.hm.com/en_in/productpage.1110252031.html
2-piece cotton knit set,2299,https://image.hm.com/assets/hm/8b/de/8bdec5b6f2841e5077ee1b81671d6643e1439863.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1232231013.html https://www2.hm.com/en_in/productpage.1232231013.html
Silk-blend romper suit,2299,https://image.hm.com/assets/hm/c9/9a/c99a9461fdb6f6c03ad8682e6d5556dce7a4c6be.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1284611001.html https://www2.hm.com/en_in/productpage.1284611001.html
Ribbed cotton leggings,799,https://image.hm.com/assets/hm/07/11/0711b4ee0e89c8bd92221c49c90769a598be7bb0.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1231789003.html https://www2.hm.com/en_in/productpage.1231789003.html
Pointelle-jersey bodysuit,799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1243417002.html https://www2.hm.com/en_in/productpage.1243417002.html
2-piece cotton set,1799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1276997003.html https://www2.hm.com/en_in/productpage.1276997003.html
2-piece ribbed cotton set,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1288652002.html https://www2.hm.com/en_in/productpage.1288652002.html
5-pack bodysuits,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0533261047.html https://www2.hm.com/en_in/productpage.0533261047.html
Pointelle-knit romper suit,1999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1283487001.html https://www2.hm.com/en_in/productpage.1283487001.html
2-pack room-to-grow bodysuits,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1261599007.html https://www2.hm.com/en_in/productpage.1261599007.html
Textured-knit cotton romper suit,1999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1291612001.html https://www2.hm.com/en_in/productpage.1291612001.html
Pointelle-jersey bodysuit,799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1243417001.html https://www2.hm.com/en_in/productpage.1243417001.html
2-pack cotton jersey shorts,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1262119002.html https://www2.hm.com/en_in/productpage.1262119002.html
Silk-blend bonnet,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1266599001.html https://www2.hm.com/en_in/productpage.1266599001.html
Frilled-collar bodysuit,1299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1255875003.html https://www2.hm.com/en_in/productpage.1255875003.html
Frilled-collar bodysuit,1299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1255875001.html https://www2.hm.com/en_in/productpage.1255875001.html
Broderie anglaise cotton sun hat,799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1280509001.html https://www2.hm.com/en_in/productpage.1280509001.html
5-pack cotton bodysuits,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1088033004.html https://www2.hm.com/en_in/productpage.1088033004.html
Bow-detail knee socks,499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1185403002.html https://www2.hm.com/en_in/productpage.1185403002.html
Pointelle cotton jersey leggings,799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1243418001.html https://www2.hm.com/en_in/productpage.1243418001.html
3-piece padded changing-bag set,5999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1261882001.html https://www2.hm.com/en_in/productpage.1261882001.html
5-pack bodysuits,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0533261056.html https://www2.hm.com/en_in/productpage.0533261056.html
Fine-knit linen cardigan,2799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1292673001.html https://www2.hm.com/en_in/productpage.1292673001.html
4-pack ribbed socks,1299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1231785002.html https://www2.hm.com/en_in/productpage.1231785002.html
2-piece cotton set,799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1160705013.html https://www2.hm.com/en_in/productpage.1160705013.html
Linen sun hat,799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1257021001.html https://www2.hm.com/en_in/productpage.1257021001.html
4-pack ribbed socks,1299,https://image.hm.com/assets/hm/dd/b9/ddb94a833a774a365b44a1c2ffb5fe3986da53e5.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1231785004.html https://www2.hm.com/en_in/productpage.1231785004.html
Ribbed cotton leggings,799,https://image.hm.com/assets/hm/6c/3c/6c3cc5918b80f5f70e356738ad6f076121b5d55d.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1231789006.html https://www2.hm.com/en_in/productpage.1231789006.html
2-pack adjustable-fit leggings,1299,https://image.hm.com/assets/hm/2d/99/2d995bd4b99372e91c25f12885eec29960c402b9.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1107148001.html https://www2.hm.com/en_in/productpage.1107148001.html
Cotton muslin romper suit,999,https://image.hm.com/assets/hm/9b/a9/9ba9ddbac0d1e1275a4f08b75ef1aace4b1c6259.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1283265001.html https://www2.hm.com/en_in/productpage.1283265001.html
2-pack ribbed cotton cycling shorts,1499,https://image.hm.com/assets/hm/bc/d9/bcd9fc7a8ed41114cb069a87d7971499d0ce353c.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1262117003.html https://www2.hm.com/en_in/productpage.1262117003.html
Pointelle cotton jersey leggings,799,https://image.hm.com/assets/hm/50/79/5079950aa42b35bf59b49ee64258dba11f5639c4.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1243418002.html https://www2.hm.com/en_in/productpage.1243418002.html
2-piece room-to-grow set,2299,https://image.hm.com/assets/hm/cd/aa/cdaa807abe6fce0ccfe7dc7f5a9f03f6741bcaca.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1284613001.html https://www2.hm.com/en_in/productpage.1284613001.html
3-pack wrapover bodysuits,1299,https://image.hm.com/assets/hm/87/44/8744b1c019eba5a608e5694aba5501ac964eed00.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.0694298109.html https://www2.hm.com/en_in/productpage.0694298109.html
2-piece cotton set,2299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1292986001.html https://www2.hm.com/en_in/productpage.1292986001.html
3-pack overlocked foldover socks,499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1267538001.html https://www2.hm.com/en_in/productpage.1267538001.html
3-pack motif-detail socks,399,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1079125020.html https://www2.hm.com/en_in/productpage.1079125020.html
2-piece ribbed cotton set,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1288652001.html https://www2.hm.com/en_in/productpage.1288652001.html
5-pack cotton bodysuits,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1088033002.html https://www2.hm.com/en_in/productpage.1088033002.html
2-piece pointelle cotton set,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1281195001.html https://www2.hm.com/en_in/productpage.1281195001.html
3-pack ribbed bodysuits,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0993598045.html https://www2.hm.com/en_in/productpage.0993598045.html
Frilled-collar bodysuit,1299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1255875005.html https://www2.hm.com/en_in/productpage.1255875005.html
2-pack cotton sleeveless bodysuits,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1278453001.html https://www2.hm.com/en_in/productpage.1278453001.html
2-piece cotton muslin set,2199,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1270737001.html https://www2.hm.com/en_in/productpage.1270737001.html
Soft cardigan,1299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1290706001.html https://www2.hm.com/en_in/productpage.1290706001.html
Frilled romper suit,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1282214002.html https://www2.hm.com/en_in/productpage.1282214002.html
2-pack cotton jersey shorts,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1262119001.html https://www2.hm.com/en_in/productpage.1262119001.html
2-piece pointelle cotton set,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1281195002.html https://www2.hm.com/en_in/productpage.1281195002.html
2-piece silk-blend cardigan and trousers set,3999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1267558001.html https://www2.hm.com/en_in/productpage.1267558001.html
2-pack long-sleeved bodysuits,1299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1107147001.html https://www2.hm.com/en_in/productpage.1107147001.html
Sweatshirt romper suit,1299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1263841001.html https://www2.hm.com/en_in/productpage.1263841001.html
2-piece silk jersey set,4999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1239384002.html https://www2.hm.com/en_in/productpage.1239384002.html
3-pack foldover-waist leggings,1299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0701701032.html https://www2.hm.com/en_in/productpage.0701701032.html
Sweatshirt dungaree shorts,799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1227654005.html https://www2.hm.com/en_in/productpage.1227654005.html
2-pack cotton T-shirts,799,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1088053014.html https://www2.hm.com/en_in/productpage.1088053014.html
3-pack ribbed bodysuits,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0993598049.html https://www2.hm.com/en_in/productpage.0993598049.html
3-pack printed jersey bodysuits,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1265824006.html https://www2.hm.com/en_in/productpage.1265824006.html
5-pack trainer socks,499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0943590020.html https://www2.hm.com/en_in/productpage.0943590020.html
Cotton sun hat,499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1201013007.html https://www2.hm.com/en_in/productpage.1201013007.html
2-pack cotton T-shirts,799,https://image.hm.com/assets/hm/17/83/178308f2b79f8a8289e34c2738257b51db9400c3.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1088053013.html https://www2.hm.com/en_in/productpage.1088053013.html
2-pack ribbed cotton leggings,1499,https://image.hm.com/assets/hm/cb/2b/cb2bc75776670df08bae13d4ba41590e7f0cd709.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1291926001.html https://www2.hm.com/en_in/productpage.1291926001.html
2-pack cotton sweatshirts,1299,https://image.hm.com/assets/hm/54/33/543312810820b738bd7f41b63be8879ca253eb7e.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.0764758041.html https://www2.hm.com/en_in/productpage.0764758041.html
Waffled jersey shorts,999,https://image.hm.com/assets/hm/4e/e8/4ee8486180007b31e22d16cf871ed60683f42525.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1278457002.html https://www2.hm.com/en_in/productpage.1278457002.html
2-pack terry socks,399,https://image.hm.com/assets/hm/5b/66/5b66673a6344143b3330331cbfb70c69b1daccd5.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1167736013.html https://www2.hm.com/en_in/productpage.1167736013.html
4-pack socks,699,https://image.hm.com/assets/hm/53/f8/53f86ddf84b93a9b7d3012018fdf157b6f886afc.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1123215029.html https://www2.hm.com/en_in/productpage.1123215029.html
Waffled cotton cardigan,1999,https://image.hm.com/assets/hm/90/81/90813480b9b031ccbf1a4d08681ab5b1b8327f3c.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1284072001.html https://www2.hm.com/en_in/productpage.1284072001.html
Patterned muslin romper suit,799,https://image.hm.com/assets/hm/07/a8/07a8bb1b02e037c2adcc354c40f265809170ab4f.jpg?imwidth=1536,https://www2.hm.com/en_in/productpage.1224620004.html https://www2.hm.com/en_in/productpage.1224620004.html
Printed sleepsuit,699,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1283148002.html https://www2.hm.com/en_in/productpage.1283148002.html
2-pack cotton leggings with brushed inside,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1104623008.html https://www2.hm.com/en_in/productpage.1104623008.html
3-pack ribbed bodysuits,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.0993598046.html https://www2.hm.com/en_in/productpage.0993598046.html
2-piece cotton set,999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1195525022.html https://www2.hm.com/en_in/productpage.1195525022.html
3-pack socks,399,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1248021003.html https://www2.hm.com/en_in/productpage.1248021003.html
Broderie anglaise romper suit,2299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1275111001.html https://www2.hm.com/en_in/productpage.1275111001.html
2-pack pima cotton jersey bodysuits,1499,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www2.hm.com/en_in/productpage.1260987002.html https://www2.hm.com/en_in/productpage.1260987002.html
